steps,return
0,56.264737221731195
3,58.88094854801277
6,56.82600522562658
9,58.22457872231318
12,60.735349112515586
15,59.60144894705091
18,55.42597584243252
21,58.619616021290334
24,55.235999775386105
27,59.21120720897214
30,55.336880136473724
33,60.558043200182
36,59.88784337211185
39,58.37920407070055
42,57.53253046175439
45,57.771362029308946
48,58.50087363433403
51,57.82239895836508
54,58.78168275473647
57,59.27355044072201
60,60.11432965427556
63,57.23215827945338
66,59.747116226382936
69,60.20981551076088
72,59.04973787913963
75,57.22197509308758
78,62.07513643324459
81,58.4876641211862
84,59.95400837845669
87,58.96295778534848
90,58.28396734798878
93,58.07554073763462
96,59.40655755950917
99,58.21794763002938
102,59.181649226639216
105,58.423292355484705
108,58.108494157294274
111,57.0235268054282
114,59.92776722637334
117,58.86737835328611
120,59.56421369223854
123,60.13393729519828
126,57.4262345397111
129,58.07941862155093
132,61.73321049837872
135,57.798382660329764
138,56.42315432368198
141,60.60333450175189
144,53.02774642021253
147,61.23510757762015
150,61.436857423246394
153,60.044349397280385
156,58.59463231851638
159,57.88692800667386
162,57.137220822380115
165,60.133957866214494
168,60.27626629245784
171,59.31668503790347
174,59.97388551643279
177,58.450290621233194
180,56.025896676853826
183,56.17108465270586
186,59.44719342323449
189,59.15126011288019
192,60.34213251152553
195,60.100560858976806
198,59.718080597600895
201,60.22799669542062
204,59.04711856870102
207,56.592091559449365
210,58.55785233985497
213,58.14829576911721
216,56.04563999077128
219,59.54601182954225
222,61.07500924089127
225,58.491089759546085
228,61.09418024367977
231,58.677709736093576
234,60.85652139165584
237,59.31001419022989
240,57.64586556218994
243,60.464393860838776
246,60.85305393428663
249,58.38743010076244
252,57.97856878541933
255,57.1034845009389
258,60.37666188990737
261,59.273083339428936
264,59.77710860670567
267,60.99931152141731
270,57.412418272828276
273,58.0484577649964
276,61.06301588898018
279,61.503072474267015
282,59.57188909062152
285,60.74402092569402
288,58.51014713909952
291,59.48112678702265
294,56.63999465147907
297,58.17309271290374
300,59.061129591207376
303,60.07671248558021
306,62.361139904524954
309,57.66071819851935
312,62.75493504944959
315,62.77336797787327
318,60.0825304639982
321,57.62623637109657
324,59.175975198591644
327,53.86598646290698
330,61.06375463991726
333,60.82583617166556
336,56.00203009628185
339,59.15082583810414
342,57.309909812299054
345,59.575481019158
348,58.14737201900308
351,56.697640499403725
354,58.77820517155967
357,61.15763051462287
360,58.113570307738144
363,56.81091340623679
366,59.793969667799544
369,59.707350554208745
372,60.37097753744531
375,54.468223831236244
378,59.114014117895145
381,57.748140114218586
384,56.442790082477664
387,57.61651462469173
390,61.4442123966874
393,58.293171268854096
396,58.23162395165788
399,58.390721994448846
402,59.046359881542024
405,62.01315518434761
408,53.99630348732037
411,60.23240732041444
414,56.95933273311256
417,57.04740437647598
420,61.72865066050946
423,61.30394121685481
426,62.16951821532232
429,61.64868264201251
432,57.13076999173696
435,56.343577070327
438,59.84001786638921
441,58.09732618989462
444,60.58472187927325
447,56.449005701888815
450,57.21108365289565
453,58.64262622905513
456,59.068349739581166
459,59.42931368471926
462,59.40142201461248
465,57.92963416507953
468,59.076620364184464
471,57.237116716192155
474,58.51232085863469
477,58.50164499924398
480,58.99895183702445
483,58.80317987162748
486,58.23001953168214
489,58.25505097670047
492,58.39630075071741
495,56.88250736137419
498,56.622705372466704
501,58.34793270976019
504,62.207006179937935
507,57.02614901565365
510,54.75240710306383
513,58.705003961827956
516,60.25268274794555
519,57.68254474998224
522,58.3724331926454
525,56.12575460491426
528,58.37929037333964
531,56.82302527331427
534,60.71345835941473
537,57.82161797571299
540,58.35076247717755
543,56.439850796141755
546,57.03865868953037
549,57.03148769052532
552,59.7064749621367
555,56.1661685126836
558,55.11417605102109
561,60.15532064475057
564,55.69981347434045
567,59.699353568680465
570,60.371905411548845
573,61.16300971294063
576,60.027111628230955
579,58.29426165366182
582,58.81253763623177
585,61.14357429128235
588,57.54169365211209
591,60.25961827445091
594,60.30038103814263
597,59.62057670592293
600,57.254714788179534
603,60.36004937877724
606,58.03923528674427
609,60.305818146874756
612,60.25402237169052
615,62.5116835701928
618,60.09200259806645
621,58.74262996322491
624,57.212291573657
627,60.33297896664443
630,59.13001280172857
633,57.48096806969105
636,57.66959513537696
639,59.545466766258144
642,59.81297487713721
645,56.96755910845768
648,56.36021611970349
651,56.332006500462214
654,58.877486529808436
657,60.23485473526544
660,61.06621624400284
663,58.553437314002664
666,57.72940852057616
669,58.22248406245558
672,62.703917583568895
675,55.732511052929866
678,59.09458544361505
681,59.232614703334875
684,59.41380805194385
687,56.575270180509584
690,60.777023270968996
693,59.40280072728005
696,60.5284105301051
699,57.587845138313185
702,56.502735812820426
705,57.123882569544364
708,58.67571175605499
711,58.97454075791046
714,59.11063661897583
717,57.63905432590017
720,57.668017926177484
723,55.94643713728662
726,61.46326225167354
729,61.655245833870346
732,56.708075561019555
735,62.29499679976924
738,62.48571961617374
741,58.09663760006915
744,57.88322374012612
747,62.6639739631276
750,58.92178729479142
753,56.331501129291055
756,59.596912051163244
759,57.6649741475175
762,60.37111072809398
765,58.53066412227439
768,61.72701034115697
771,59.320195960213866
774,55.16579695352025
777,60.548769315457754
780,55.874020681608
783,61.35518005645504
786,57.786823859591706
789,59.01406001164317
792,61.32062203458772
795,55.435899537125046
798,60.657039509503576
801,58.606156727330415
804,56.49442751803258
807,57.828458435551795
810,60.67000602421689
813,55.09404236805491
816,57.086491180463874
819,59.17593972032186
822,60.866260023378324
825,58.41035418478951
828,60.003452816700815
831,57.000878781803785
834,58.440028352548495
837,57.431217578416316
840,57.485358543422436
843,55.54870748727291
846,59.4292479982999
849,63.47644006680849
852,59.80915329892741
855,59.06881914352724
858,57.9302595560783
861,59.64529319724032
864,56.48694853110597
867,59.079065936639346
870,58.5038769709938
873,56.97832140628098
876,56.5590425893223
879,57.18184102396505
882,59.578570909326096
885,59.28623202567685
888,57.286851199836974
891,59.19683982901794
894,55.441591500833034
897,60.220341673886466
900,56.34811059672161
903,58.27622574180509
906,60.393125019842195
909,61.18241122396851
912,58.53069569071776
915,61.48479517206613
918,58.99860229188969
921,62.58669161562723
924,60.496691838353705
927,62.63124406923525
930,62.319038405526456
933,56.12094490912708
936,61.68075923883871
939,55.605008338763625
942,57.46686004405433
945,59.363909428695045
948,58.50350654492272
951,58.25123162289667
954,55.82377250299952
957,60.4729106275135
960,60.72268375683525
963,59.74942985903908
966,56.15751693086512
969,59.81487280366419
972,58.79042513692498
975,60.27887917809566
978,57.36938954244005
981,62.474350107835775
984,57.6100226006276
987,58.83811270540008
990,61.53276326896332
993,60.029151047058086
996,58.3453641188366
999,63.232855685691504
1002,60.19480850230892
1005,58.708885995528405
1008,57.24814953130567
1011,58.76883160606896
1014,55.48416395634829
1017,60.58700013549257
1020,57.42837891896986
1023,57.48989486509017
1026,58.73841630537898
1029,61.940821046213685
1032,59.89003754590608
1035,58.79986622790843
1038,55.06266727745475
1041,58.434533644639714
1044,58.23238333193966
1047,61.081290770714006
1050,56.43968737752501
1053,57.624579403222754
1056,57.12977275668284
1059,58.57277373760021
1062,57.937223035905866
1065,62.652978098867266
1068,59.12978016855247
1071,57.698729349884296
1074,57.397447957573185
1077,56.42506374027196
1080,56.446748057848126
1083,60.875797515909554
1086,62.35125675864331
1089,58.49698374787848
1092,60.35100713770305
1095,62.12036827813823
1098,58.27835133382575
1101,58.901661357653914
1104,58.035715281615424
1107,59.152762332968976
1110,56.21335333307162
1113,60.09591553658926
1116,59.23718262104369
1119,58.15175350710363
1122,57.68918677247744
1125,61.169742944713995
1128,57.412335215954236
1131,59.99779189853977
1134,62.24948952640441
1137,57.64709617922684
1140,55.17986202335104
1143,59.065406339975866
1146,54.83192053501379
1149,58.183275440823785
1152,57.655018200638324
1155,56.63942898257626
1158,60.53797449384073
1161,56.150278282668225
1164,58.88286772722963
1167,59.32266684698694
1170,59.95358887020816
1173,58.89872949768064
1176,60.095970381190604
1179,58.47534477804669
1182,58.26097239368992
1185,59.30132772325375
1188,60.92017453413398
1191,61.84825441735361
1194,56.79566634656936
1197,57.27820526411474
1200,62.74065719185967
1203,59.232106742039605
1206,56.88635305505257
1209,58.234846028033054
1212,61.505431685353074
1215,59.480118716161904
1218,59.76963869991266
1221,59.49640478873245
1224,59.617765471603036
1227,61.88177361434746
1230,57.934128691260504
1233,55.15519458350116
1236,57.072108249657255
1239,55.668000783532115
1242,61.96548936106522
1245,57.11459119750562
1248,60.30183532225682
1251,59.35075690269146
1254,60.89623840795582
1257,63.52445723141409
1260,57.53041178423234
1263,62.74554302735256
1266,56.48758153237709
1269,56.89441155493341
1272,59.04459612335561
1275,62.469612161164854
1278,58.56078824240869
1281,59.392454985244896
1284,59.27824688991605
1287,57.78727937016023
1290,56.917545539744296
1293,59.38586585373288
1296,64.84016928481007
1299,60.22045776477985
1302,60.320611686666346
1305,58.601465001295495
1308,58.308269419557234
1311,62.68938108783279
1314,58.88357727370343
1317,56.2856778864867
1320,59.74529519397087
1323,61.02616709137656
1326,57.42963986809907
1329,56.96116873215999
1332,56.95434976514234
1335,60.0947407234692
1338,58.14452234445579
1341,56.98915288887522
1344,60.33642984337081
1347,63.178190296322725
1350,56.339337795405854
1353,59.3929868886089
1356,60.81170112863545
1359,60.18181737144729
1362,63.2540189223977
1365,58.42454113656053
1368,58.3537995043347
1371,61.78444181640829
1374,54.354009587117346
1377,58.792341128146575
1380,58.785354301991426
1383,60.488251303842745
1386,58.60506524094116
1389,59.02983032591328
1392,60.80086673802538
1395,54.948804317326676
1398,61.222436315404934
1401,56.383584610785775
1404,60.682405886276214
1407,59.92497456836033
1410,60.5862577650003
1413,59.631897992361736
1416,54.191021705701814
1419,57.01241441608853
1422,57.10228496033169
1425,57.98332075331674
1428,57.632141285634226
1431,58.78211861781337
1434,58.992386425316724
1437,55.848470383819475
1440,57.91870757224329
1443,59.069224923286626
1446,56.56352828273229
1449,57.30411384998696
1452,60.382332239304425
1455,56.6432112418216
1458,55.72819321630018
1461,57.466258709859254
1464,58.71427646300056
1467,58.94511440267392
1470,57.70229413821905
1473,62.364462313877524
1476,63.72959608250259
1479,59.649421218098325
1482,55.51409234722398
1485,59.81722042421872
1488,61.67166466904596
1491,58.793662465524235
1494,61.61535701427023
1497,57.11627122371236
1500,59.1166875357044
1503,59.81351908969456
1506,56.997012355906804
1509,59.658213093473
1512,59.58665518344727
1515,58.1016021545005
1518,61.36141562073917
1521,61.2817724589468
1524,56.59471279032149
1527,57.665635128697694
1530,58.207695870928625
1533,56.23199352554917
1536,57.489359856711545
1539,55.895300109513435
1542,61.143552254321456
1545,57.78966745032968
1548,61.892306576105526
1551,61.176721832310896
1554,53.243179886884306
1557,60.640924606872986
1560,56.908285684455265
1563,59.652588038155315
1566,57.787876256726705
1569,59.880272479499126
1572,62.65926156005162
1575,62.04416249254281
1578,56.66839558928424
1581,59.7360545288372
1584,58.75156659473015
1587,61.6466706321228
1590,63.26398653861103
1593,57.14699946605608
1596,62.21491336470459
1599,58.91859411773047
1602,61.538268338727036
1605,57.40090089091926
1608,58.113263386894516
1611,55.74944200258333
1614,58.52780777494645
1617,60.669542581829354
1620,59.65813784460714
1623,59.0587443213873
1626,59.64805638055259
1629,59.0146029502562
1632,62.426885002373226
1635,56.90384117476357
1638,59.71374137631127
1641,60.93530144679979
1644,60.295537412751024
1647,60.69009935688401
1650,60.12031855789096
1653,59.15002322714834
1656,58.7202785310739
1659,58.89281643737712
1662,59.736177465406115
1665,60.374923687608636
1668,54.859662255014065
1671,58.40546724235891
1674,60.97659816008752
1677,56.795918537736554
1680,57.76953585376509
1683,57.23399152804668
1686,56.965049326361715
1689,58.840302862871
1692,59.630946932092684
1695,60.732786589940645
1698,60.865704373378115
1701,59.00512360103507
1704,59.42943082508807
1707,58.75712279766411
1710,57.45479534714349
1713,59.52941934026278
1716,58.03536067662875
1719,63.026352513886664
1722,59.55496303846577
1725,57.167378813650565
1728,56.74651978940356
1731,56.80946817702094
1734,58.8665601195256
1737,59.120174801403174
1740,58.340694691358394
1743,55.999421912365484
1746,56.020201558736005
1749,59.06767779140199
1752,58.45441964151138
1755,58.27744860562832
1758,61.694895388632105
1761,56.377718454992795
1764,56.62097690324524
1767,55.20314464023111
1770,57.540818189143025
1773,61.577998786993575
1776,57.90628554553757
1779,54.440404021895155
1782,61.44077899366418
1785,57.57473508836548
1788,59.10165798254987
1791,55.09123935086923
1794,57.60866542484189
1797,58.66446737169535
1800,58.3864227372991
1803,57.024913104716745
1806,60.087762917335155
1809,57.53115311879856
1812,59.34682150118581
1815,60.711096187415876
1818,59.46815891644987
1821,53.98242142718436
1824,60.40169385079419
1827,56.22482128989695
1830,57.08996065325296
1833,58.86027210850652
1836,56.74843954320801
1839,56.941895042755085
1842,57.07605750748009
1845,59.105207474916575
1848,62.75852852827302
1851,58.29768054695121
1854,60.00926971235948
1857,59.2262483289342
1860,60.870119404584145
1863,57.65196108837104
1866,63.99380641867183
1869,57.81124867784032
1872,58.873952826245684
1875,60.49271425058377
1878,59.72236639973919
1881,57.308262304121925
1884,55.96186254810783
1887,61.327855447887615
1890,59.87197822776867
1893,56.111543641128264
1896,58.10542789630559
1899,57.60642630373295
1902,56.23602982019065
1905,60.52838537512197
1908,57.29070883614761
1911,58.42481067428395
1914,57.487094529429484
1917,59.61941728642809
1920,57.89664322537677
1923,58.048336863912525
1926,57.257678396914855
1929,60.025387079632324
1932,55.63198506775831
1935,59.77133587996961
1938,58.793148462245064
1941,56.64955975450687
1944,58.69112591195066
1947,55.36746089097553
1950,56.55678929355647
1953,58.103958917370925
1956,55.57080498741976
1959,56.12983487747108
1962,62.57419592248264
1965,58.561953968543115
1968,58.604273959801745
1971,58.34225409929169
1974,59.20244561899692
1977,59.770114730998515
1980,61.064686567984666
1983,57.98754269096802
1986,59.40507290922371
1989,54.428397035123
1992,58.19170802060616
1995,58.14500298675021
1998,57.886599710598446
2001,57.641187210733314
2004,60.95225342891357
2007,57.97423900478128
2010,60.27258436013422
2013,60.177032493063095
2016,61.50690578800747
2019,59.508972854448245
2022,57.08388827883199
2025,54.654701925552025
2028,61.19535560423094
2031,57.10443097556513
2034,56.097584072401595
2037,57.127275014823155
2040,59.54630213709836
2043,60.26716699721228
2046,57.14917521162973
2049,60.42960791456572
2052,58.31695750285046
2055,58.720562492372515
2058,58.788796161026916
2061,60.72922418045634
2064,59.718969275132544
2067,57.55897489583889
2070,55.24927708674968
2073,55.86270792478657
2076,60.327399501329936
2079,58.76735649511736
2082,58.46781992044879
2085,58.05471899410162
2088,58.8496602246867
2091,61.66403976580216
2094,59.55629984674776
2097,59.592027567286436
2100,55.32013113540663
2103,60.727219345721814
2106,60.9968610167533
2109,57.627847088854935
2112,58.66262623788788
2115,58.71104572125436
2118,55.23550782199398
2121,55.1942884141738
2124,62.69010112285871
2127,56.94646177132305
2130,59.71303828476933
2133,58.21632750497092
2136,57.454648587901644
2139,58.323741022731895
2142,54.86906333244482
2145,55.65855762694995
2148,60.74504680802628
2151,60.04655684178903
2154,55.9147134195763
2157,58.977384868916246
2160,55.69968682181044
2163,59.91372138508747
2166,56.36174601819024
2169,56.92458118301268
2172,57.70450106271939
2175,63.85932843936088
2178,58.25449119253373
2181,61.55034775117893
2184,63.40949223153093
2187,58.60480818816891
2190,58.82294164628023
2193,61.82191877558226
2196,59.952264385500214
2199,60.6656797419741
2202,59.220885599849495
2205,59.76109427862282
2208,56.85180031187474
2211,57.73576484025578
2214,57.6608985137931
2217,58.42961938571724
2220,61.64425871567501
2223,56.493488305352216
2226,57.24194687510442
2229,61.390619211702344
2232,59.90040666970707
2235,56.54736948251916
2238,60.91460361809918
